label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
1	1093 N	0.3995	Michael	motor sports	4	0.731	-314	0.563	986	Applied Mathematics	613	511	1.1375	-949
0	1655 N	0.8568	Chris	Badminton, Ice Hockey	225	0.6341	929	0.9481	771	Natural Language Processing	278	32	1.1671	526
2	-336 N	1.1007	Inan	FOOTBALL, GOLF	1405	0.0478	1021	0.4369	421	Games and Playable Media	-96	621	0.331	1075
0	814 N	0.5199	chris	ice hockey, volleyball, running	-301	0.63	765	0.118	1049	Computer Engineering	1496	-463	-0.219	597
2	94 N	1.2894	NULL	soccer	2263	0.4702	336	1.046	642	Computational Media	-385	207	0.5887	1879
0	671 N	0.9357	Sam	track & field, volleyball, badminton	-610	0.357	587	0.6691	1207	Robotics Engineering	1121	-10	-0.0988	953
3	877 N	0.5092	Fabrice	soccer	826	1.43	1025	0.5149	228	Computer Game Design	182	819	0.8489	821
3	1592 N	0.2112	Andrew	ice hockey, badminton, volleyball, running	370	0.4147	619	0.6843	270	Computer Game Design	492	553	0.6185	520
1	411 N	0.3964	Tony	baseball	400	0.1388	64	0.0142	353	Applied Mathematics	111	859	0.8043	-69
0	921 N	None	Inan	football	-318	0.7839	1095	1.0233	1246	Statistics	843	997	0.8572	737
0	666 N	1.3662	Vani	tennis	302	0.0698	1165	1.1021	613	Electrical Engineering	1137	141	0.5119	781
1	1317 N	0.8686	Tony	football, golf	810	0.0723	600	0.0565	638	Bioengineering	-212	629	0.8748	-453
2	655 N	1.2488	Inan	boxing, golf	1359	0.4475	1285	1.4938	648	Technology and Information Management	668	396	0.4696	963
2	218 N	1.5058	inan	football, boxing	606	0.7607	779	0.7669	1084	Computer Science	926	617	0.606	551
2	12 N	0.4912	Inan	football, golf	1480	0.8271	351	0.1891	1025	Computer Science	554	158	1.0073	712
2	667 N	1.0811	Michael	golf, football	1054	0.5495	None	0.8281	439	Games and Playable Media	-87	454	0.1598	263
3	1559 N	0.9588	Fabrice	volleyball, track & field, badminton, ice hockey	815	0.3811	None	0.5632	307	NULL	1069	393	0.064	686
2	616 N	1.8682	Inan	boxing, golf	1560	1.4902	921	NULL	1123	Computer Science	1	324	0.1437	1138
